date,text,NumberLikes,NumberComments,NumberViews
2021-03-25,"Nothing tastes better than catching and cooking your food, and in this episode of By the Sea with Ili, she proves just that. Join her as she tries to obtain her clams for her very own Lemongrass Clam Pasta at the link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3cHIv2N,",447,1,0
2021-03-25,"What could be better than well-seasoned juicy Pinoy Pork BBQ? These pork slices are so easy and tasty to eat that you’re gonna want to make a big batch. Don’t forget to prepare the dipping sauce! Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3sl7MXd,",280,2,0
2021-03-24,"Chicken and mutton may be the popular choice of protein when it comes to biryani pairings, but this Prawn Biryani recipe is a strong contender. Coat these crustaceans in a fragrant blend of spice, and you’ve got a plate of quality lunch right there. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/38QK3Xl,",303,0,0
2021-03-24,"This Zucchini with Honey Soy Glaze makes for the perfect fuss-free meal to enjoy on its own or as a side dish. Trust us - you’ll fall in love with this healthy pan-fried veggie drizzled in a sticky garlic soy sauce. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3lIi6WV,",357,1,0
2021-03-23,"@_chefwan58's Ayam Masak Merah is the perfect crowd-pleaser fit for any occasion. Wow your guests with this popular chicken dish generously coated in a sweet yet spicy tomato sauce. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3c4bhvw,",414,4,0
2021-03-23,"@shersonlian's Coney Dogs are doused in a meaty chilli sauce and garnished with piquant chopped white onions to give it that extra punch of flavour, and frankly, nothing hits the spot quite like it! Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3cWYGcT,",294,1,0
2021-03-22,"Fluffy, decadent, perfect, this Coconut Pancakes with Gula Melaka Drizzle recipe takes an all-time favourite breakfast and giving it an incredibly delicious Southeast Asian twist! Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3voaoW5,",398,1,0
2021-03-21,"There’s nothing like quality street food, and this Pani Poori certainly hits the spot! While it may come in many names, styles, and tastes, these crispy puffs filled with stuffing and flavoured water are something to be savoured. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/30SN1WP,",339,4,0
2021-03-21,"Cool down after a long day with @ilisulaiman's Coconut Jelly recipe. With all the different textures from its ingredients coming together, this dessert is not only delicious but oh-so-fun to eat. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3bKySBa,",404,1,0
2021-03-20,"Craving for some authentic hawker feast? You’ll love Beo Crescent Market, Singapore. Find out more about the true blue fare that’s approved by the older generations at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3lrG0pf,",235,0,0
2021-03-20,"Michelle Shamila’s Crispy Lemon Chicken is a crunchy, juicy side dish you need! Drizzle a coat of zesty lemon sauce to give the meal its vibrant look and refreshing flavour. Try this wholesome meal from our talented community member at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3cE2Wha,",752,9,0
2021-03-19,"Low in carbs but high in flavours, this Vegetarian Bibimbap with Miso Tempeh is a bowl full of delectable veggies coated with miso and gochujang for the perfect nutritious meal.

Check out @fitthreesg's menu, for more perfect nutritious meals. Enjoy 10% off their meals when you register at www.asianfoodnetwork.com and order more than 5 meals per week with them. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3vqnPEX,",324,0,0
2021-03-19,"While nothing hits the spot like a good home-cooked meal, the effort required might put some people off. Fret not! Dona Elena is here to show you 3 quick and easy recipes that require minimal effort for the maximum flavours. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2PaNMYs,",223,0,0
2021-03-18,"It’s no surprise that the paradise island of Phuket, Thailand, is crowned the City of Gastronomy by UNESCO, and in this episode of By the Sea with Ili, she’s here to show you why. Don’t miss out on the sights, sounds, and food at the link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3tdmW0Q,",215,0,0
2021-03-18,"Looking for something fresh amongst the hawkers in Singapore? You’ve come to the right place. Find out more about these young Singaporeans who are breathing new life into the Hawker-scene at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/30yEEzD,",183,0,0
2021-03-17,"Here’s a dish that’ll win you over just by smell alone! Between the dish’s aromatic marination to the tender, double-fried chicken, you’ll definitely fall in love with @ilisulaiman's Ayam Goreng Kunyit. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/2Nbfunz,",331,0,0
2021-03-16,"Turn up the heats and serve up some Kam Heong Lala. Trust us not only will this clams be your next favourite way to enjoy these molluscs, they’re also bound to make a big splash among your friends. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3bGkn1r,",373,1,0
2021-03-16,"Tender chicken with a crust, generously coated in seasoning and spice? Yes, please! This Taiwanese Fried Chicken Steak is a popular street food you have to try making at home. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3leYUzy,",525,1,0
2021-03-15,"Doesn’t Jen Serranilla’s Tuscan Spiced Roasted Spatchcocked Chicken look absolutely amazing? Check out the recipe for a tender, flavour-packed chicken from our talented community member at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3cqfNTY,",727,2,0
2021-03-15,"Forget coating your pasta in sauces; stuff them instead. With this Stuffed Gnocchi recipe, every piece of this pasta is an explosion of tomato and cheesy filling. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3bEhfTK,",172,0,0
2021-03-14,"Join Ili as she spends a day in Phuket, Thailand, with the oldest civilisation, the sea gypsies. Check out how her experience at the Rawai Seafood Market went and learn how to cook a dish inspired by the sea gypsies in this episode of By the Sea with Ili at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3va8Oap,",270,1,0
2021-03-14,"@chefannaolson's gorgeous Lime Creme Caramel is a deceptively simple dish to make if you’re craving for something rich. Watch how to create these dainty desserts at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3quC6gh,",275,0,0
2021-03-13,"Nutritiously refreshing vegetarian Chapati Wraps that are easy to make and incredibly delicious? You know that’s breakfast done right. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/2PJPBMl,",332,1,0
2021-03-13,"High in protein, fibre, vitamins, and, more importantly, flavours, this Low Carb Chicken & Cashew Stir Fry is a crunchy plate of healthy goodness you need to try.

If you’re looking for more healthy yet flavourful dishes, check out @fitthreesg's menu. Don’t forget to register at www.asianfoodnetwork.com for 10% off your meals when you order more than five times a week with them. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3etKeLS,",477,0,0
2021-03-12,"Low in carb, high in flavour, this Miso Glazed Salmon is sweet, savoury, and nutritious all at the same time - Perfect to level up your clean eating game with.

Check out more nutritious meals at FitThree and get a 10% off when you register at www.asianfoodnetwork.com and order more than 5 meals a week with them. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3vcLzN1,",426,3,0
2021-03-12,"Love Rendang? You’re in luck! Whether you’re looking for a traditional recipe like a Rendang Udang or something more experimental like this cheesy Beef Rendang Lasagna, we’ve got you covered with this list of Rendang recipes at link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/38nHvPW,",282,1,0
2021-03-11,"Sate your wanderlust by catching this episode of By The Sea with Ili as she takes to the street of Da Nang, Vietnam. Explore the fresh seafood fare and the delicious yet unassuming bowl of Bun Cha Ca at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3v36nGw,",300,4,0
2021-03-11,"Looking to add veggies into your diet? This light and fluffy Carrot Cake can help with that! Throw in a hint of cinnamon spice and powdered sugar for the perfect dessert. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3rKI6Dj,",392,6,0
2021-03-10,"Spent dates and oodles of noodles perfecting a noodle recipe? Send your recipe our way for a chance to be this month’s #SuperCommunityFoodieChamp!

You’ll even get a chance to be featured on our website and win exclusive AFN merchandise. Don’t hesitate to participate and join our group at link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3t0q0x0,",161,0,0
2021-03-10,"Bubur Ketan Hitam is a dish that has many names, but one thing’s for sure, it’s enjoyed by many! This simple dish of black glutinous rice served with coconut milk is perfect as a supper snack. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3kTjG7F,",286,3,0
2021-03-09,"Rendang-fans rejoice! This simple variation of the fragrant gravy dish replaces the chunks of beef or chicken with minced beef and makes it so much better. But don’t take our word for it - try this Rendang Daging Cincang for yourself. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2Oe9NW8,",538,2,0
2021-03-09,"Make way mango and sticky rice! There’s a new dessert in town. A delicious bowl of aromatic Thai Bananas in Coconut Milk - you’ll soon have a new favourite Thai dessert. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3sZJL8c,",237,1,0
2021-03-08,"Looking for some classic comfort food? Sherson and his mother, Ann, have just the solution with their bowl of Fishball Noodle Soup. Learn how to make perfectly bouncy fish balls and a savoury broth at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2OdHuYb,",477,9,0
2021-03-08,"Now, doesn’t this Bubble Tea Pudding look like an absolute masterpiece? This recipe takes the best of everyone’s favourite drink and turns it into a sweet edible treat - perfect for satisfying your bubble tea cravings. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/2OuGQW7,",226,0,0
2021-03-07,"If you’ve tried Banh Xeo before, you’ll agree that it’s a culinary match made in heaven. This refreshing yet savoury crepe takes the best of both Vietnamese and French cuisine and combines it into one deliciously messy dish. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/2NQPCh4,",793,7,0
2021-03-07,"Feeling under the weather but craving something savoury? Ili has just the thing with her Chicken Rice Porridge. Whip up this dish and embrace its comfy, homey taste. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3kK3TrU,",414,2,0
2021-03-06,"Now, doesn’t Ili’s take on the Indonesian favourite, Ayam Masak Kicap look absolutely delish? After all, it’s not hard to love a dish that involves a chicken marinated in a blend of oyster and soy sauce and cooked to tender perfection! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/30b3d5j,",448,3,0
2021-03-06,"Everything tastes better with chocolates? This Milo Batik cake certainly agrees. Savour this traditional Malaysian treat with a cup of tea to satisfy both your sweet tooth and nostalgia fix. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3qYXz1X,",415,2,0
2021-03-05,"Brace your earphones as we bring you ten more ways to enjoy a fried-to-perfection chicken dish that comes with a satisfyingly crunchy skin. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3kIk7BP,",467,0,0
2021-03-05,"Ready to take your butter cake game to the next level? This Layered Brownie Butter Cake recipe can help with that! Complement your fragrant butter cake with a chocolatey brownie base for a delectable tea time snack. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/385M958,",284,0,0
2021-03-04,"Sardines coated in a spicy sauce and complemented with a minty yoghurt sauce? @shersonlian's Chili Fried Sardines is a fish dish balanced to perfection. Serve it up on a slice of toasted baguette to enjoy it even more. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/30afqax,",297,0,0
2021-03-04,"If pho is the only dish you can think of when you think of Vietnamese cuisine, this episode of By The Sea with Ili at the link in bio can change your mind. Join Ili as she learns how to create Ms. Vy’s legendary Coconut Prawn Curry in Hoi An. 
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/387wYZ4,",277,0,0
2021-03-03,"Made with simple ingredients like tofu, minced meat, and a handful of Sichuan peppers, it's no surprise that the Mapo Tofu is such a hot dish - and yes, we meant it's popular and incredibly spicy by that. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3bAoTgA,",399,1,0
2021-03-03,"Got a slurp-tastic noodle recipe you’re proud of? Share it with us for a chance to be this month’s #SuperCommunityFoodieChamp!

Plus, stand a chance to be featured on our website and win fantastic AFN merchandise. Join our AFN Super Community Group at the link in bio to participate.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3dVHXIX,",204,0,0
2021-03-02,"Culinary tips and tricks are always sweet, but when it comes from a seasoned chef like the winner of the MasterChef Australia 2017, Diana Chan, you know it’s going to be extra special. Catch Asia Unplated with Diana Chan on Asian Food Network, every Tuesday, 10pm (SG) and her recipes at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3q0FS0F,",96,0,3116
2021-03-02,"Planning to treat your loved ones to a fancy feast? Forget the expensive restaurants and exotic ingredients. Culinary Masters Kalel Chan and Mikel Zaguirre, along with @donaelenacuisineraclub , are here to teach you how to impress with these quick and easy recipes. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3dNf01V,",188,0,0
2021-03-01,"You can't go wrong with prawns, but you can take it to the next level. Elevate your prawn dish with this easy yet delicious Basil Prawn Stir Fry recipe to bring out the flavours of this delectable morsel. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3kphvbI,",272,1,0
2021-03-01,"If you love sambal, this Sambal Goreng Kentang needs to be on your list of must-try food. And with how this hearty dish of cow’s liver, petai, and sambal complements almost every meal you’ll serve, you can enjoy it with all your favourites. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3bKAfyM,",505,4,0
2021-02-28,"Would you queue for soba? Well, the locals in Okinawa certainly would for Udunyama Soba Noodles. Find out what makes this bowl of traditional handmade soba worth the long wait in this episode of Deliciousness with Debbie Wong at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3j5YtXi,",369,3,0
2021-02-28,"Yufi Zein, a talented member of our community has made a version of the popular Indonesian snack, Lemper Ayam, or Chicken Wrapped in Glutinous Rice, is a chewy bundle of delight! Wrapped in banana leaves, this fragrant steamed dish is one you’ll definitely fall head over heels for. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3uvIneZ,",1174,15,0
2021-02-27,"This delicious dish of Stir Fried Black Pepper Chicken is tossed in black peppercorns and served with crunchy bits of red, yellow, and green peppers for the maximum peppery goodness. Truly a must-have recipe in every pepper lover’s repertoire of recipes. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3slDxiy,",392,1,0
2021-02-27,"Healthy and soothing, that’s what @fitthreesg's Dan Gui Chicken Breast recipe is! Marinated in soy sauce and Chinese wine then steamed with cabbage, enjoy preparing and also eating this flavour packed dish. 
Register at asianfoodnetwork.com to get a 10% discount when you order more than five meals per week with them. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3buulkX,",390,1,0
2021-02-26,"Indulge in some authentic Thai-styled comfort food with Bell Pimtip’s a low-calorie Spicy Vegetable Soup and the popular Thailand street food, Lemongrass Roast Chicken, with this episode of Home Cooked Thailand at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3qG4tJi,",303,0,0
2021-02-26,"Celebrate the last day of the Lunar New Year festivities, or Chap Goh Mei, with this recipe for an easy-to-make, soothing bowl of Almond Tang Yuan. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3ovviy4,",374,1,0
2021-02-25,"Here’s a submission from one of our talented community members, Yufi Zein - an especially delicious Twin Sauce Steamed Chicken recipe. This incredibly tender dish takes advantage of prawn paste and bird’s eye chilies to lend it its eye-opening umami kick! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3knSSMU,",764,5,0
2021-02-25,"Looking for something tasty to add to your low-carb recipe repertoire? Look no further than @fitthreesg's Steamed Sea Bass! Big on flavour while simple enough to prepare for dinner after working all day. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3ul1UPa,",410,0,0
2021-02-24,"Get ready for another episode of Home Cooked Thailand at the link in bio! Bell Pimtip shows you how to make a quick and easy Salmon and Lemongrass Salad and a plate of Drunken Stir-fried Seafood Pasta, the fusion dish with a powerful herby punch. 
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3poQd6m,",342,2,0
2021-02-24,"Here’s a submission from one of our talented community members Brian Ardianto with his Ayam Geprek Sambal Matah! With this recipe in the link in bio for a tender chicken fried to golden perfection and served with a tangy yet spicy blend, you’ll have no problems winning the hearts of those who tried this dish.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/37E4gyJ,",447,6,0
2021-02-23,"Satisfy your sweet tooth with this classic Thai dessert, Mango Sticky Rice. The contrast between the warm sticky rice and the cold, sweet mangoes makes them perfect for any occasion. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2MJ6hlT,",264,3,0
2021-02-23,"If you’ve been to Singapore, you’ll know that Jalan Besar is a cultural gem. But hidden within this stretch is a hawker center that has served Singaporeans old but gold dishes since 1975. Check out some of the delicious dishes the long-standing Berseh Food Centre has to offer at the link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3az8OZc,",236,0,0
2021-02-22,"Love seafood? You’ll definitely love the sight of this Rendang Udang or Prawn Rendang. After all, the combination of the spicy aromatic paste on fresh prawns is shrimp-ly amazing. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/36vpaQl,",303,1,0
2021-02-22,"Share your recipes, love, and joy for Asian food with other like-minded foodies in our Asian Food Network Super Community group at the link in bio! P.S. we even host contests there where you stand to win exclusive merchandise.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3s1Fi44,",116,0,0
2021-02-21,"Calling all egg-lovers, we’ve got something truly egg-citing for you! You HAVE to try this classic Filipino dessert, the Filipino Egg Pie. Making this delicate dessert may not be as easy as pie but enjoying it certainly is! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2ZoZVv1,",696,9,0
2021-02-21,"Low-carb rice? Well, @fitthreesg’s Everything Fried Rice just proved it’s possible! From the mix of different kinds of proteins like chicken, salmon, and prawns, along with its colorful medley of vegetables, you can say this healthy dish has all the goodness without the rice.
Register at asianfoodnetwork.com to get a 10% discount when you order more than five meals per week with them. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2NwiVVs,",372,2,0
2021-02-20,"Nothing fishy about preparing seafood with an authentic Thai twist! Watch this episode of Home Cooked Thailand and learn how to turn the humble fish and prawns into an explosion of flavours with Bell Pimtip’s Garlic Pepper Prawns and Fish in Hot Sauce. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3d2BfjI,",379,1,0
2021-02-20,"Quite possibly one of the most popular dishes in Singapore, Malaysia, and Thailand, this Hainanese Chicken Rice has taken the region by storm with its combination of juicy, succulent chicken paired with aromatic steamed rice. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3u8MKMR,",749,3,0
2021-02-19,"High in protein, vitamins, healthy fats, Marinella Buizon's Lagat Hitu or Stewed Catfish is a wholesome meal your taste buds will thank you for! Don’t let the simplicity of the dish fool you - this rustic savoury-sour delicacy packs a complex, flavourful punch. Hungry? Check out the full recipe for this dish courtesy of our talented community member at link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3aK4Agh,",208,0,0
2021-02-19,"Lau Pa Sat may be Singapore’s oldest hawker, but with the latest facelift thanks to Food Folks, this monumental food court serves up some fresh looks and even fresher food. Read on to find out what are some of the must-visit stalls there. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3tFBIyo,",628,4,0
2021-02-18,"After the hearty Lunar New Year feasts, it’s nice to soothe your throat with a cup of warm tea - and this Luo Han Guo Tea is perfect for that! Treat your taste buds to a comforting blend of honey dates, apricot kernels, and sweet dried figs. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/3pzUaWM,",186,0,0
2021-02-18,"Serve up some delicious goodness with FitThree’s Braised Tofu with Sesame Green Beans. Blanket the tofu cubes and mushrooms in brown gravy, and you’ll have yourself a low fat, high protein meal that requires little effort for a whole lot of flavors. Link in bio!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2MMbycE,",387,0,0
2021-02-17,"Spicy, sour, and herby all in a single dish? That can only be a sign of a well made authentic Thai cuisine! Join Bell Pimtip in this episode of Home Cooked Thailand link in bio as she shows you how to make not one but two dishes that'll transport you to the streets of Thailand - A spicy Thai Chicken Salad and the ever-so-popular Tom Yung Kung.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram  https://bit.ly/2YXVTcJ,",272,1,0
2021-02-17,"It’s time to submit your best dessert recipe for a chance to win AFN merch, get featured on our website, and win the title of #SuperCommunityFoodieChamp!

Join our AFN Super Community Group (link in bio) and share your dessert recipe with a short write-up for the chance to win. Good luck! 💪🏼
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3rb2Vrl,",163,0,0
2021-02-16,"Meet the ultimate Korean comfort food: Kimchi Jigae. This stew may look like a fiery red broth but fret not, it’s actually quite mild - perfect for keeping snug on a cold morning. Link in bio
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3pCbavx,",376,2,0
